,season,Opponent DRtg/A,shot_distance,left_side,middle,right_side,moving,playoffs,home,segababa,Dunk or Layup,shot_made_flag,total_seconds_remaining
29784,16,106.63,216.0,0,1,0,0,1,0,0,0,1.0,2516
29795,16,106.63,378.0,0,0,1,0,1,0,0,0,0.0,1289
29821,16,106.63,41.0,0,1,0,0,1,0,0,0,0.0,1185
29822,16,106.63,344.0,0,0,1,0,1,0,0,0,0.0,1120
29823,16,106.63,168.0,0,1,0,0,1,0,0,0,1.0,1052
29824,16,106.63,28.0,0,1,0,1,1,0,0,1,1.0,830
29829,16,106.63,99.0,1,0,0,0,1,0,0,0,0.0,161
29826,16,106.63,116.0,0,0,1,0,1,0,0,0,0.0,364
29827,16,106.63,75.0,0,1,0,0,1,0,0,0,0.0,307
29828,16,106.63,95.0,0,1,0,0,1,0,0,0,1.0,198
29819,16,106.63,124.0,1,0,0,0,1,0,0,0,0.0,1306
29825,16,106.63,369.0,0,0,1,0,1,0,0,0,0.0,382
29820,16,106.63,109.0,0,1,0,0,1,0,0,0,1.0,1256
29816,16,106.63,184.0,0,1,0,0,1,0,0,0,0.0,1542
29817,16,106.63,107.0,1,0,0,0,1,0,0,0,0.0,1485
29806,16,106.63,16.0,0,1,0,0,1,0,0,1,0.0,2827
29807,16,106.63,22.0,0,1,0,1,1,0,0,1,0.0,2613
29808,16,106.63,11.0,1,0,0,0,1,0,0,0,1.0,2486
29809,16,106.63,4.0,0,1,0,1,1,0,0,1,1.0,2430
29812,16,106.63,265.0,0,0,1,0,1,0,0,0,0.0,2284
29813,16,106.63,8.0,0,1,0,1,1,0,0,1,0.0,2281
29815,16,106.63,20.0,1,0,0,0,1,0,0,0,1.0,1670
29805,16,106.63,19.0,0,1,0,0,1,0,0,0,0.0,2829
29849,16,106.63,373.0,0,0,1,0,1,1,0,0,1.0,903
29850,16,106.63,21.0,0,1,0,0,1,1,0,1,0.0,707
29851,16,106.63,93.0,0,1,0,0,1,1,0,0,0.0,671
29854,16,106.63,370.0,0,0,1,0,1,1,0,0,0.0,562
29860,16,106.63,146.0,1,0,0,0,1,1,0,0,0.0,20
29856,16,106.63,369.0,0,0,1,0,1,1,0,0,1.0,153
29857,16,106.63,347.0,0,0,1,0,1,1,0,0,1.0,85
29859,16,106.63,64.0,0,1,0,0,1,1,0,0,0.0,28
29848,16,106.63,35.0,0,1,0,0,1,1,0,0,1.0,926
29861,16,106.63,367.0,0,0,1,0,1,1,0,0,0.0,5
29847,16,106.63,27.0,0,1,0,1,1,1,0,1,1.0,960
29852,16,106.63,164.0,0,1,0,0,1,1,0,0,1.0,665
29845,16,106.63,133.0,0,0,1,0,1,1,0,0,0.0,1250
29830,16,106.63,335.0,0,0,1,0,1,1,0,0,0.0,2856
29831,16,106.63,43.0,0,1,0,0,1,1,0,1,0.0,2824
29834,16,106.63,167.0,0,1,0,0,1,1,0,0,0.0,2485
29835,16,106.63,30.0,0,1,0,0,1,1,0,0,1.0,2405
29836,16,106.63,26.0,1,0,0,0,1,1,0,0,0.0,2295
29833,16,106.63,62.0,1,0,0,0,1,1,0,0,0.0,2603
29838,16,106.63,33.0,0,1,0,0,1,1,0,1,1.0,2219
29839,16,106.63,70.0,0,1,0,0,1,1,0,0,0.0,2177
29840,16,106.63,33.0,0,1,0,1,1,1,0,1,0.0,1714
29844,16,106.63,199.0,0,1,0,0,1,1,0,0,0.0,1280
29841,16,106.63,229.0,0,0,1,0,1,1,0,0,1.0,1668
29842,16,106.63,5.0,0,1,0,1,1,1,0,1,1.0,1444
29837,16,106.63,231.0,0,0,1,0,1,1,0,0,0.0,2274
29843,16,106.63,309.0,0,0,1,0,1,1,0,0,1.0,1413
29876,16,106.63,7.0,0,1,0,1,1,0,0,1,1.0,1145
29877,16,106.63,276.0,0,0,1,0,1,0,0,0,1.0,1112
29878,16,106.63,213.0,0,0,1,0,1,0,0,0,1.0,1059
29880,16,106.63,14.0,0,1,0,0,1,0,0,1,1.0,852
29881,16,106.63,38.0,1,0,0,0,1,0,0,0,0.0,823
29882,16,106.63,135.0,1,0,0,0,1,0,0,0,1.0,750
29875,16,106.63,5.0,1,0,0,0,1,0,0,0,0.0,1284
29883,16,106.63,50.0,1,0,0,0,1,0,0,0,1.0,668
29874,16,106.63,217.0,0,1,0,0,1,0,0,0,0.0,1612
29872,16,106.63,141.0,0,1,0,0,1,0,0,0,1.0,1736
29871,16,106.63,21.0,1,0,0,0,1,0,0,0,0.0,1866
29870,16,106.63,363.0,0,0,1,0,1,0,0,0,1.0,1942
29869,16,106.63,2.0,1,0,0,0,1,0,0,0,0.0,2191
29868,16,106.63,32.0,1,0,0,0,1,0,0,0,1.0,2210
29867,16,106.63,7.0,1,0,0,0,1,0,0,0,1.0,2284
29865,16,106.63,3.0,1,0,0,0,1,0,0,0,0.0,2557
29862,16,106.63,270.0,0,0,1,0,1,0,0,0,0.0,2791
29873,16,106.63,13.0,0,1,0,0,1,0,0,1,1.0,1707
29879,16,106.63,164.0,0,0,1,0,1,0,0,0,0.0,881
29897,16,106.63,30.0,0,1,0,0,1,1,0,1,1.0,1162
29898,16,106.63,29.0,0,1,0,0,1,1,0,1,0.0,1134
29900,16,106.63,118.0,1,0,0,0,1,1,0,0,1.0,48
29885,16,106.63,168.0,0,1,0,0,1,1,0,0,0.0,2749
29887,16,106.63,6.0,0,1,0,0,1,1,0,1,1.0,2271
29888,16,106.63,98.0,0,1,0,0,1,1,0,0,0.0,2186
29889,16,106.63,93.0,0,1,0,0,1,1,0,0,0.0,1977
29886,16,106.63,183.0,0,0,1,0,1,1,0,0,1.0,2672
29891,16,106.63,188.0,0,0,1,0,1,1,0,0,0.0,1617
29892,16,106.63,353.0,0,0,1,0,1,1,0,0,1.0,1595
29894,16,106.63,1.0,0,1,0,1,1,1,0,1,0.0,1375
29895,16,106.63,134.0,0,1,0,0,1,1,0,0,1.0,1369
29896,16,106.63,14.0,0,1,0,0,1,1,0,1,1.0,1300
29890,16,106.63,23.0,0,1,0,0,1,1,0,1,0.0,1666
29912,16,103.37,58.0,1,0,0,0,1,0,0,0,0.0,1085
29918,16,103.37,149.0,0,1,0,0,1,0,0,0,1.0,767
29917,16,103.37,155.0,0,0,1,0,1,0,0,0,0.0,791
29916,16,103.37,4.0,0,1,0,0,1,0,0,0,0.0,833
29915,16,103.37,71.0,0,1,0,0,1,0,0,0,1.0,891
29914,16,103.37,81.0,1,0,0,0,1,0,0,0,0.0,935
29913,16,103.37,17.0,0,1,0,0,1,0,0,1,1.0,973
29911,16,103.37,49.0,1,0,0,0,1,0,0,0,1.0,1194
29908,16,103.37,89.0,0,1,0,0,1,0,0,0,0.0,1399
29910,16,103.37,103.0,0,0,1,0,1,0,0,0,0.0,1312
29902,16,103.37,204.0,0,0,1,0,1,0,0,0,0.0,2240
29903,16,103.37,205.0,1,0,0,0,1,0,0,0,1.0,2183
29901,16,103.37,31.0,1,0,0,0,1,0,0,0,0.0,2414
29905,16,103.37,367.0,0,0,1,0,1,0,0,0,0.0,1776
29906,16,103.37,13.0,0,1,0,0,1,0,0,1,1.0,1755
29907,16,103.37,206.0,1,0,0,0,1,0,0,0,0.0,1497
29904,16,103.37,230.0,0,1,0,0,1,0,0,0,1.0,1815
29943,16,103.37,245.0,0,1,0,0,1,0,0,0,0.0,36
29933,16,103.37,128.0,1,0,0,0,1,0,0,0,1.0,1007
29940,16,103.37,69.0,0,1,0,0,1,0,0,0,0.0,279
29939,16,103.37,289.0,0,0,1,0,1,0,0,0,0.0,331
29938,16,103.37,239.0,0,0,1,0,1,0,0,0,1.0,404
29937,16,103.37,213.0,0,0,1,0,1,0,0,0,1.0,502
29936,16,103.37,107.0,0,0,1,0,1,0,0,0,0.0,758
29935,16,103.37,161.0,0,1,0,0,1,0,0,0,0.0,777
29934,16,103.37,50.0,0,1,0,0,1,0,0,0,1.0,817
29932,16,103.37,5.0,0,1,0,0,1,0,0,0,1.0,1093
29942,16,103.37,164.0,0,0,1,0,1,0,0,0,0.0,61
29930,16,103.37,233.0,0,1,0,0,1,0,0,0,0.0,1364
29931,16,103.37,347.0,0,0,1,0,1,0,0,0,0.0,1134
29919,16,103.37,11.0,0,1,0,0,1,0,0,1,0.0,2832
29920,16,103.37,26.0,0,1,0,0,1,0,0,1,1.0,2682
29921,16,103.37,22.0,0,1,0,0,1,0,0,1,0.0,2622
29923,16,103.37,322.0,0,0,1,0,1,0,0,0,0.0,2251
29922,16,103.37,144.0,0,1,0,0,1,0,0,0,0.0,2592
29925,16,103.37,81.0,0,1,0,0,1,0,0,0,0.0,2162
29926,16,103.37,60.0,0,1,0,0,1,0,0,0,0.0,1923
29928,16,103.37,12.0,0,1,0,0,1,0,0,1,1.0,1755
29929,16,103.37,161.0,0,0,1,0,1,0,0,0,1.0,1674
29924,16,103.37,87.0,0,1,0,0,1,0,0,0,1.0,2202
29960,16,103.37,159.0,0,0,1,0,1,1,0,0,0.0,774
29958,16,103.37,122.0,0,1,0,1,1,1,0,0,1.0,890
29959,16,103.37,31.0,0,1,0,0,1,1,0,1,0.0,802
29968,16,103.37,52.0,0,1,0,0,1,1,0,0,0.0,46
29963,16,103.37,16.0,1,0,0,0,1,1,0,0,1.0,456
29964,16,103.37,293.0,0,0,1,0,1,1,0,0,0.0,421
29966,16,103.37,17.0,0,1,0,1,1,1,0,1,1.0,92
29962,16,103.37,130.0,1,0,0,0,1,1,0,0,1.0,497
29957,16,103.37,164.0,0,0,1,0,1,1,0,0,0.0,945
29965,16,103.37,5.0,0,1,0,0,1,1,0,0,0.0,317
29954,16,103.37,141.0,1,0,0,0,1,1,0,0,0.0,1196
29956,16,103.37,11.0,1,0,0,0,1,1,0,0,0.0,977
29944,16,103.37,237.0,0,1,0,1,1,1,0,0,0.0,2855
29945,16,103.37,0.0,0,1,0,0,1,1,0,1,1.0,2831
29946,16,103.37,175.0,1,0,0,0,1,1,0,0,1.0,2630
29947,16,103.37,230.0,0,0,1,0,1,1,0,0,1.0,2413
29955,16,103.37,265.0,0,0,1,0,1,1,0,0,1.0,1040
29949,16,103.37,43.0,1,0,0,0,1,1,0,0,0.0,2297
29951,16,103.37,14.0,0,1,0,0,1,1,0,1,0.0,1644
29948,16,103.37,99.0,1,0,0,0,1,1,0,0,0.0,2359
29953,16,103.37,13.0,0,1,0,1,1,1,0,1,1.0,1402
29987,16,103.37,58.0,1,0,0,0,1,1,1,0,0.0,484
29988,16,103.37,8.0,1,0,0,0,1,1,1,0,0.0,413
29989,16,103.37,187.0,1,0,0,0,1,1,1,0,0.0,310
29991,16,103.37,304.0,0,0,1,0,1,1,1,0,0.0,230
29985,16,103.37,7.0,0,1,0,0,1,1,1,0,0.0,737
29993,16,103.37,232.0,0,1,0,0,1,1,1,0,0.0,96
29994,16,103.37,220.0,0,1,0,0,1,1,1,0,0.0,8
29995,16,103.37,256.0,0,0,1,0,1,1,1,0,0.0,0
29996,16,103.37,136.0,0,1,0,0,1,1,1,0,1.0,0
29990,16,103.37,146.0,1,0,0,0,1,1,1,0,1.0,269
29984,16,103.37,19.0,0,1,0,0,1,1,1,1,1.0,852
29981,16,103.37,312.0,0,0,1,0,1,1,1,0,0.0,1375
29982,16,103.37,9.0,1,0,0,0,1,1,1,0,1.0,1281
29980,16,103.37,14.0,1,0,0,0,1,1,1,0,1.0,1416
29977,16,103.37,17.0,0,1,0,0,1,1,1,1,1.0,1500
29976,16,103.37,168.0,0,1,0,0,1,1,1,0,0.0,1627
29975,16,103.37,91.0,0,1,0,0,1,1,1,0,0.0,1715
29974,16,103.37,13.0,0,1,0,0,1,1,1,1,0.0,1728
29972,16,103.37,37.0,1,0,0,0,1,1,1,0,0.0,2315
29971,16,103.37,18.0,1,0,0,0,1,1,1,0,0.0,2374
29970,16,103.37,150.0,0,1,0,0,1,1,1,0,1.0,2412
29969,16,103.37,27.0,0,1,0,0,1,1,1,1,1.0,2808
29983,16,103.37,75.0,1,0,0,0,1,1,1,0,1.0,1094
29978,16,103.37,31.0,0,1,0,0,1,1,1,1,0.0,1452
30028,16,103.37,95.0,1,0,0,0,1,0,0,0,0.0,84
29997,16,103.37,42.0,0,1,0,0,1,0,0,0,1.0,2775
30027,16,103.37,189.0,0,0,1,0,1,0,0,0,0.0,224
30026,16,103.37,22.0,0,1,0,1,1,0,0,0,1.0,294
30025,16,103.37,13.0,0,1,0,1,1,0,0,1,1.0,400
30024,16,103.37,104.0,1,0,0,0,1,0,0,0,0.0,432
30029,16,103.37,75.0,1,0,0,0,1,0,0,0,1.0,58
30022,16,103.37,200.0,0,1,0,0,1,0,0,0,1.0,479
30021,16,103.37,212.0,0,1,0,0,1,0,0,0,0.0,576
30020,16,103.37,43.0,0,1,0,0,1,0,0,0,0.0,721
30019,16,103.37,34.0,1,0,0,0,1,0,0,0,1.0,799
30018,16,103.37,117.0,0,1,0,1,1,0,0,0,0.0,892
30017,16,103.37,7.0,0,1,0,0,1,0,0,1,1.0,1070
30016,16,103.37,18.0,1,0,0,0,1,0,0,0,1.0,1116
30015,16,103.37,17.0,0,1,0,0,1,0,0,1,1.0,1198
30013,16,103.37,82.0,1,0,0,0,1,0,0,0,1.0,1313
30023,16,103.37,36.0,1,0,0,0,1,0,0,0,0.0,460
30011,16,103.37,45.0,1,0,0,0,1,0,0,0,0.0,1490
30012,16,103.37,13.0,0,1,0,0,1,0,0,1,1.0,1338
29999,16,103.37,5.0,1,0,0,0,1,0,0,0,1.0,2657
30001,16,103.37,3.0,0,1,0,1,1,0,0,1,1.0,2526
30002,16,103.37,214.0,0,1,0,0,1,0,0,0,0.0,2387
30003,16,103.37,195.0,0,0,1,0,1,0,0,0,1.0,2319
29998,16,103.37,87.0,0,1,0,0,1,0,0,0,0.0,2725
30006,16,103.37,84.0,0,1,0,1,1,0,0,0,0.0,1858
30007,16,103.37,341.0,0,0,1,0,1,0,0,0,0.0,1831
30008,16,103.37,4.0,0,1,0,0,1,0,0,1,1.0,1656
30009,16,103.37,190.0,1,0,0,0,1,0,0,0,0.0,1621
30005,16,103.37,47.0,0,1,0,0,1,0,0,0,0.0,2200
30010,16,103.37,6.0,0,1,0,0,1,0,0,1,1.0,1592
19418,17,106.82,46.0,0,1,0,0,0,1,0,0,1.0,1020
19419,17,106.82,87.0,0,1,0,0,0,1,0,0,0.0,867
19420,17,106.82,108.0,0,1,0,0,0,1,0,0,0.0,524
19421,17,106.82,57.0,1,0,0,0,0,1,0,0,1.0,406
19422,17,106.82,20.0,0,1,0,0,0,1,0,1,1.0,73
19415,17,106.82,52.0,0,1,0,1,0,1,0,1,1.0,1327
19413,17,106.82,153.0,0,0,1,0,0,1,0,0,1.0,1766
19412,17,106.82,25.0,0,1,0,0,0,1,0,0,1.0,2524
19411,17,106.82,0.0,0,1,0,1,0,1,0,1,1.0,2587
19410,17,106.82,117.0,0,1,0,0,0,1,0,0,0.0,2637
19409,17,106.82,27.0,0,1,0,0,0,1,0,1,1.0,2714
19414,17,106.82,26.0,0,1,0,0,0,1,0,1,1.0,1566
19416,17,106.82,141.0,0,1,0,0,0,1,0,0,1.0,1246
19425,17,109.3,2.0,0,1,0,1,0,0,1,1,1.0,2564
19423,17,109.3,133.0,1,0,0,0,0,0,1,0,0.0,2821
19424,17,109.3,5.0,0,1,0,1,0,0,1,1,1.0,2633
19426,17,109.3,317.0,0,0,1,0,0,0,1,0,1.0,1870
19427,17,109.3,24.0,1,0,0,0,0,0,1,0,1.0,1772
19429,17,109.3,42.0,1,0,0,0,0,0,1,0,1.0,1559
19430,17,109.3,11.0,0,1,0,1,0,0,1,1,0.0,1453
19431,17,109.3,184.0,1,0,0,0,0,0,1,0,0.0,1441
19433,17,109.3,67.0,1,0,0,0,0,0,1,0,1.0,1065
19432,17,109.3,46.0,1,0,0,0,0,0,1,0,0.0,1350
19442,17,109.3,6.0,0,1,0,0,0,0,1,1,1.0,75
19434,17,109.3,160.0,1,0,0,0,0,0,1,0,0.0,995
19435,17,109.3,40.0,0,1,0,0,0,0,1,0,0.0,844
19436,17,109.3,33.0,0,1,0,0,0,0,1,0,1.0,434
19437,17,109.3,369.0,0,0,1,0,0,0,1,0,0.0,393
19438,17,109.3,47.0,0,1,0,0,0,0,1,0,0.0,388
19439,17,109.3,22.0,0,1,0,0,0,0,1,1,1.0,302
19440,17,109.3,269.0,0,1,0,0,0,0,1,0,0.0,266
19441,17,109.3,6.0,0,1,0,0,0,0,1,1,0.0,78
19456,17,104.44,270.0,0,0,1,0,0,1,0,0,1.0,1005
19458,17,104.44,40.0,0,1,0,0,0,1,0,0,1.0,682
19451,17,104.44,13.0,0,1,0,0,0,1,0,1,0.0,1755
19462,17,104.44,111.0,1,0,0,0,0,1,0,0,1.0,383
19463,17,104.44,141.0,1,0,0,0,0,1,0,0,1.0,275
19455,17,104.44,139.0,0,1,0,0,0,1,0,0,1.0,1164
19460,17,104.44,99.0,0,1,0,0,0,1,0,0,1.0,604
19454,17,104.44,109.0,1,0,0,0,0,1,0,0,0.0,1246
19449,17,104.44,18.0,0,1,0,0,0,1,0,1,1.0,2164
19452,17,104.44,26.0,0,1,0,1,0,1,0,1,0.0,1684
19450,17,104.44,38.0,1,0,0,0,0,1,0,0,0.0,1788
19448,17,104.44,267.0,0,1,0,0,0,1,0,0,1.0,2263
19447,17,104.44,49.0,0,1,0,1,0,1,0,0,0.0,2305
19446,17,104.44,80.0,1,0,0,0,0,1,0,0,0.0,2467
19444,17,104.44,29.0,0,1,0,1,0,1,0,1,0.0,2708
19443,17,104.44,25.0,0,1,0,0,0,1,0,1,1.0,2765
19453,17,104.44,25.0,0,1,0,1,0,1,0,1,1.0,1270
19465,17,104.44,31.0,0,1,0,0,0,1,0,1,1.0,154
19473,17,109.37,26.0,0,1,0,0,0,1,0,1,0.0,1349
19474,17,109.37,369.0,0,0,1,0,0,1,0,0,1.0,1285
19472,17,109.37,15.0,0,1,0,1,0,1,0,1,1.0,1475
19475,17,109.37,388.0,0,0,1,0,0,1,0,0,0.0,493
19466,17,109.37,19.0,0,1,0,1,0,1,0,1,1.0,2749
19469,17,109.37,237.0,1,0,0,0,0,1,0,0,1.0,2175
19468,17,109.37,3.0,1,0,0,0,0,1,0,0,1.0,2261
19467,17,109.37,127.0,0,1,0,0,0,1,0,0,0.0,2462
19470,17,109.37,262.0,0,1,0,0,0,1,0,0,0.0,1756
19492,17,107.15,2.0,0,1,0,0,0,0,0,1,1.0,12
19491,17,107.15,243.0,0,0,1,0,0,0,0,0,0.0,20
19490,17,107.15,85.0,0,1,0,0,0,0,0,0,1.0,48
19489,17,107.15,13.0,0,1,0,0,0,0,0,1,1.0,101
19488,17,107.15,63.0,0,1,0,0,0,0,0,0,0.0,140
19487,17,107.15,337.0,0,0,1,0,0,0,0,0,0.0,196
19486,17,107.15,33.0,0,1,0,0,0,0,0,0,1.0,357
19484,17,107.15,53.0,0,1,0,0,0,0,0,0,0.0,891
19485,17,107.15,2.0,0,1,0,0,0,0,0,1,0.0,799
19482,17,107.15,20.0,0,1,0,0,0,0,0,1,1.0,1084
19481,17,107.15,164.0,0,1,0,0,0,0,0,0,0.0,1294
19480,17,107.15,250.0,0,1,0,0,0,0,0,0,0.0,1335
19478,17,107.15,23.0,0,1,0,0,0,0,0,1,1.0,1659
19477,17,107.15,55.0,0,1,0,0,0,0,0,0,0.0,1736
19476,17,107.15,347.0,0,0,1,0,0,0,0,0,0.0,2447
19483,17,107.15,145.0,0,1,0,0,0,0,0,0,1.0,972
19503,17,105.61,49.0,0,1,0,0,0,1,0,0,1.0,1229
19505,17,105.61,8.0,0,1,0,1,0,1,0,1,1.0,1063
19510,17,105.61,19.0,0,1,0,1,0,1,0,1,0.0,323
19508,17,105.61,16.0,0,1,0,1,0,1,0,1,1.0,414
19509,17,105.61,263.0,0,1,0,0,0,1,0,0,0.0,389
19507,17,105.61,231.0,1,0,0,0,0,1,0,0,1.0,488
19501,17,105.61,275.0,0,0,1,0,0,1,0,0,0.0,1442
19504,17,105.61,31.0,0,1,0,1,0,1,0,1,0.0,1116
19499,17,105.61,148.0,1,0,0,0,0,1,0,0,1.0,1686
19498,17,105.61,9.0,0,1,0,1,0,1,0,1,1.0,1797
19497,17,105.61,59.0,1,0,0,0,0,1,0,0,0.0,1809
19496,17,105.61,1.0,0,1,0,0,0,1,0,1,1.0,1912
19495,17,105.61,14.0,0,1,0,0,0,1,0,1,0.0,1981
19494,17,105.61,88.0,1,0,0,0,0,1,0,0,0.0,2395
19493,17,105.61,88.0,0,1,0,0,0,1,0,0,1.0,2835
19500,17,105.61,6.0,1,0,0,0,0,1,0,0,1.0,1571
19525,17,111.83,378.0,0,0,1,0,0,1,0,0,1.0,1096
19519,17,111.83,189.0,0,1,0,0,0,1,0,0,0.0,1712
19524,17,111.83,57.0,1,0,0,0,0,1,0,0,0.0,1242
19523,17,111.83,239.0,0,0,1,0,0,1,0,0,0.0,1304
19521,17,111.83,9.0,0,1,0,0,0,1,0,1,1.0,1525
19520,17,111.83,287.0,0,0,1,0,0,1,0,0,1.0,1609
19518,17,111.83,15.0,0,1,0,1,0,1,0,1,1.0,1763
19522,17,111.83,27.0,0,1,0,0,0,1,0,1,0.0,1447
19515,17,111.83,215.0,0,1,0,0,0,1,0,0,1.0,2250
19514,17,111.83,186.0,1,0,0,0,0,1,0,0,1.0,2347
19513,17,111.83,10.0,0,1,0,0,0,1,0,1,0.0,2673
19517,17,111.83,41.0,0,1,0,0,0,1,0,0,0.0,1905
19512,17,111.83,47.0,0,1,0,0,0,1,0,0,0.0,2675
19511,17,111.83,347.0,0,0,1,0,0,1,0,0,0.0,2858
19544,17,101.9,1.0,0,1,0,0,0,1,0,0,0.0,243
19543,17,101.9,59.0,1,0,0,0,0,1,0,0,1.0,400
19542,17,101.9,56.0,1,0,0,0,0,1,0,0,1.0,514
19541,17,101.9,211.0,0,0,1,0,0,1,0,0,0.0,927
19539,17,101.9,20.0,0,1,0,1,0,1,0,0,1.0,1241
19538,17,101.9,1.0,0,1,0,1,0,1,0,1,1.0,1295
19537,17,101.9,62.0,1,0,0,0,0,1,0,0,0.0,1325
19535,17,101.9,231.0,0,0,1,0,0,1,0,0,1.0,1574
19533,17,101.9,6.0,0,1,0,0,0,1,0,1,1.0,1646
19531,17,101.9,78.0,0,1,0,0,0,1,0,0,0.0,1915
19530,17,101.9,257.0,0,1,0,0,0,1,0,0,0.0,2347
19529,17,101.9,158.0,1,0,0,0,0,1,0,0,1.0,2384
19528,17,101.9,263.0,0,0,1,0,0,1,0,0,1.0,2465
19527,17,101.9,126.0,1,0,0,0,0,1,0,0,1.0,2498
19526,17,101.9,25.0,0,1,0,1,0,1,0,0,1.0,2862
19534,17,101.9,268.0,0,0,1,0,0,1,0,0,0.0,1604
19559,17,108.24,133.0,0,1,0,0,0,1,0,0,0.0,1416
19560,17,108.24,15.0,0,1,0,0,0,1,0,0,1.0,1292
19561,17,108.24,199.0,0,1,0,0,0,1,0,0,0.0,1231
19563,17,108.24,44.0,0,1,0,1,0,1,0,0,1.0,789
19566,17,108.24,278.0,0,0,1,0,0,1,0,0,0.0,286
19568,17,108.24,341.0,0,0,1,0,0,1,0,0,0.0,150
19558,17,108.24,410.0,0,0,1,0,0,1,0,0,0.0,1442
19564,17,108.24,6.0,0,1,0,1,0,1,0,1,1.0,745
19557,17,108.24,165.0,1,0,0,0,0,1,0,0,1.0,1541
19547,17,108.24,106.0,1,0,0,0,0,1,0,0,1.0,2739
19555,17,108.24,167.0,0,0,1,0,0,1,0,0,1.0,1664
19556,17,108.24,16.0,0,1,0,0,0,1,0,1,1.0,1645
19546,17,108.24,36.0,0,1,0,0,0,1,0,0,0.0,2767
19548,17,108.24,191.0,0,0,1,0,0,1,0,0,0.0,2708
19549,17,108.24,135.0,0,0,1,1,0,1,0,0,1.0,2361
19545,17,108.24,276.0,0,1,0,0,0,1,0,0,0.0,2874
19551,17,108.24,237.0,0,1,0,0,0,1,0,0,0.0,1876
19552,17,108.24,285.0,0,0,1,0,0,1,0,0,0.0,1813
19553,17,108.24,17.0,0,1,0,0,0,1,0,1,0.0,1790
19554,17,108.24,43.0,1,0,0,0,0,1,0,0,0.0,1760
19550,17,108.24,21.0,0,1,0,1,0,1,0,1,1.0,2329
19579,17,106.52,171.0,1,0,0,0,0,1,0,0,0.0,1238
19586,17,106.52,6.0,0,1,0,1,0,1,0,1,1.0,204
19585,17,106.52,17.0,0,1,0,0,0,1,0,0,0.0,227
19584,17,106.52,61.0,0,1,0,0,0,1,0,0,1.0,429
19583,17,106.52,35.0,0,1,0,0,0,1,0,0,0.0,937
19582,17,106.52,167.0,0,0,1,0,0,1,0,0,0.0,1023
19581,17,106.52,214.0,1,0,0,0,0,1,0,0,1.0,1052
19580,17,106.52,8.0,0,1,0,1,0,1,0,1,1.0,1139
19577,17,106.52,245.0,0,1,0,0,0,1,0,0,0.0,1319
19578,17,106.52,196.0,0,1,0,0,0,1,0,0,1.0,1270
19574,17,106.52,24.0,0,1,0,0,0,1,0,0,1.0,2311
19573,17,106.52,153.0,0,1,0,1,0,1,0,0,1.0,2352
19572,17,106.52,253.0,0,0,1,0,0,1,0,0,1.0,2375
19571,17,106.52,30.0,0,1,0,1,0,1,0,1,1.0,2476
19570,17,106.52,16.0,0,1,0,0,0,1,0,0,0.0,2647
19569,17,106.52,69.0,1,0,0,0,0,1,0,0,0.0,2779
19576,17,106.52,149.0,0,1,0,0,0,1,0,0,0.0,1677
19595,17,107.71,228.0,1,0,0,0,0,1,0,0,0.0,891
19601,17,107.71,213.0,0,0,1,0,0,1,0,0,0.0,40
19600,17,107.71,19.0,1,0,0,0,0,1,0,0,0.0,77
19599,17,107.71,63.0,1,0,0,1,0,1,0,0,1.0,118
19598,17,107.71,180.0,0,1,0,0,0,1,0,0,0.0,422
19597,17,107.71,295.0,0,0,1,0,0,1,0,0,0.0,435
19594,17,107.71,110.0,0,1,0,0,0,1,0,0,1.0,1065
19591,17,107.71,170.0,1,0,0,0,0,1,0,0,1.0,2262
19592,17,107.71,234.0,0,0,1,0,0,1,0,0,0.0,2161
19589,17,107.71,210.0,0,1,0,0,0,1,0,0,1.0,2341
19588,17,107.71,109.0,0,1,0,0,0,1,0,0,1.0,2518
19587,17,107.71,152.0,0,1,0,0,0,1,0,0,1.0,2545
19593,17,107.71,338.0,0,0,1,0,0,1,0,0,0.0,1610
19617,17,111.83,34.0,1,0,0,0,0,0,1,0,0.0,732
19620,17,111.83,10.0,0,1,0,1,0,0,1,1,1.0,186
19619,17,111.83,251.0,0,1,0,0,0,0,1,0,0.0,247
19616,17,111.83,54.0,1,0,0,0,0,0,1,0,1.0,785
19611,17,111.83,165.0,0,1,0,0,0,0,1,0,0.0,1678
19614,17,111.83,288.0,0,0,1,0,0,0,1,0,1.0,871
19613,17,111.83,57.0,0,1,0,0,0,0,1,0,0.0,1294
19612,17,111.83,6.0,0,1,0,1,0,0,1,1,1.0,1625
19615,17,111.83,45.0,1,0,0,0,0,0,1,0,1.0,831
19608,17,111.83,189.0,0,1,0,0,0,0,1,0,1.0,1956
19609,17,111.83,250.0,0,1,0,0,0,0,1,0,0.0,1922
19610,17,111.83,50.0,0,1,0,0,0,0,1,0,1.0,1884
19602,17,111.83,220.0,0,1,0,0,0,0,1,0,0.0,2832
19603,17,111.83,69.0,1,0,0,0,0,0,1,0,1.0,2795
19604,17,111.83,167.0,0,0,1,0,0,0,1,0,0.0,2561
19605,17,111.83,20.0,0,1,0,0,0,0,1,1,0.0,2496
19606,17,111.83,144.0,0,1,0,0,0,0,1,0,1.0,2467
19607,17,111.83,344.0,0,0,1,0,0,0,1,0,1.0,1989
19639,17,100.79,21.0,1,0,0,0,0,0,0,0,0.0,288
19635,17,100.79,261.0,0,0,1,0,0,0,0,0,0.0,1022
